cell,long,lat,biomass,sr,evesimpson,jac,depth,chl,sst.sea,sst,pielou.sed,effort,feeding.mode_benthivorous,tl
11519,-1.25,61.25,408233.7063,27.53,0.091799722,0.624356659,191,1.207579231,0.187327605,9.777127576,0.057759867,717567.0645,0.266249568,3.902385062
11520,-0.75,61.25,360367.443,21,0.098690766,0.647334921,205,1.214691292,0.19459689,9.88497293,0.084375693,NA,0.252815998,3.897280487
11521,-0.25,61.25,415861.9968,22.62,0.07650547,0.6401287,94,1.196408901,0.19459689,9.88497293,0.046452885,587358.0879,0.248373889,3.931572155
11522,0.25,61.25,863559.1408,22.22,0.147153557,0.650676408,158,1.227495557,0.20449726,9.964220619,0.053837381,300401.8284,0.305659587,3.920054307
11523,0.75,61.25,355575.1216,22.85,0.118522853,0.637718823,172,1.263789096,0.20449726,9.964220619,0.074734016,664518.6905,0.258891419,3.932997196
11524,1.25,61.25,610742.2074,23.16,0.06488775,0.655124498,152,1.227820852,0.217567886,9.980266237,0.111680643,1144517.208,0.229985899,3.958295734
11525,1.75,61.25,537014.9754,17.63,0.09608576,0.678290988,163,1.156410413,0.217567886,9.980266237,0.104061663,2905000.691,0.311427053,3.872019879
11526,2.25,61.25,464899.944,20.77,0.113134012,0.662361841,209,1.264444385,0.236405312,9.930011314,0.11763596,4237435.549,0.30108234,3.941274842
11717,-2.25,60.75,478730.543,19.82,0.153687075,0.660986396,176,1.285563859,0.18053818,10.05366356,0.171045074,3055311.74,0.253567114,3.898110879
11718,-1.75,60.75,297769.2504,26.04,0.08779247,0.630839524,114,1.27977664,0.190782065,10.0727911,0.200042961,1186479.942,0.307824045,3.879478233
11719,-1.25,60.75,516052.7717,14.74,0.100588685,0.697590665,95,1.123153214,0.190782065,10.0727911,0.181196357,817537.8702,0.261537222,3.884639266
11720,-0.75,60.75,276054.6417,26.06,0.133177241,0.605633391,93,1.08312606,0.202666875,10.10974661,0.205504589,1254103.778,0.382450257,3.81869566
11722,0.25,60.75,701203.7665,21.42,0.099649761,0.639355052,142,1.140811163,0.216520661,10.14472546,0.098847683,660639.209,0.269490592,3.939570993
11723,0.75,60.75,513405.5501,23.48,0.072765443,0.641274333,135,1.02090325,0.216520661,10.14472546,0.093885283,880090.5874,0.258220313,3.924169485
11724,1.25,60.75,569363.6919,20.34,0.09252657,0.683281146,143,0.887104881,0.232442155,10.13424188,0.147117297,1013906.361,0.23992899,3.934357118
11725,1.75,60.75,1088066.528,20.29,0.073617027,0.675131224,120,0.809328832,0.232442155,10.13424188,0.153901944,408852.3631,0.257607795,3.934594418
11726,2.25,60.75,386685.192,16.05,0.194339771,0.697440725,128,0.857558029,0.252657219,10.071745,0.107852025,1427482.75,0.316982601,3.895453979
11727,2.75,60.75,315300.5048,20.9,0.099355342,0.674055989,127,1.02619586,0.252657219,10.071745,0.123440145,NA,0.314887382,3.911836581
11728,3.25,60.75,621449.2689,21.89,0.065796946,0.670105317,321,1.151539974,0.280615691,9.996211789,0.345249457,2048298.435,0.325305882,3.894302852
11915,-3.25,60.25,1683824.967,19.72,0.07652542,0.66948869,131,1.282758531,0.172412964,10.04946151,0.141290784,2189621.813,0.339663308,3.867776326
11916,-2.75,60.25,434816.2816,26.62,0.0712822,0.618233425,136,1.307135814,0.18053818,10.05366356,0.164466301,1974758.154,0.285429762,3.884305037
11918,-1.75,60.25,689231.08,27.01,0.139708641,0.621664054,71,1.148118463,0.190782065,10.0727911,0.203770036,1105373.236,0.379613888,3.817464174
11920,-0.75,60.25,667149.3563,24.07,0.079910814,0.639564335,100,1.095832449,0.202666875,10.10974661,0.165858711,1183467.133,0.273622086,3.850459921
11921,-0.25,60.25,677181.7742,23.21,0.071264544,0.647406942,128,1.029450572,0.202666875,10.10974661,0.125537213,2037570.023,0.270550656,3.887316741
11922,0.25,60.25,774631.5138,17.35,0.098289859,0.669495098,132,0.920925333,0.216520661,10.14472546,0.128669161,2476474.386,0.293231848,3.908645449
11923,0.75,60.25,663275.7764,21.99,0.09139436,0.669497782,140,0.860097818,0.216520661,10.14472546,0.131239657,3383282.777,0.250252479,3.910743385
11924,1.25,60.25,783032.0782,21.07,0.088347082,0.679063744,135,0.821776314,0.232442155,10.13424188,0.163494428,1974288.061,0.32376757,3.904377238
11925,1.75,60.25,744488.1926,16.15,0.097946758,0.688094001,117,0.764454487,0.232442155,10.13424188,0.025058635,640038.7523,0.347289737,3.839929488
11926,2.25,60.25,438868.286,11.94,0.150373384,0.732316524,98,0.762241634,0.252657219,10.071745,0.097460888,2326013.579,0.285176791,3.839409033
11927,2.75,60.25,271422.893,18.92,0.140938957,0.656725898,98,0.864418821,0.252657219,10.071745,0.110425788,3533045.772,0.319367061,3.830466228
11928,3.25,60.25,487159.5884,20.9,0.125771779,0.665077976,225,1.025546999,0.280615691,9.996211789,0.268217103,3541383.758,0.303390145,3.931707939
12111,-5.25,59.75,840109.754,31.77,0.161018506,0.65498604,160,1.198214474,0.164212263,10.45031081,0.144225423,427699.2999,0.401870251,3.933567073
12112,-4.75,59.75,318692.4108,28.01,0.146575411,0.660910693,134,1.201881181,0.174130282,10.37342933,0.196529976,221848.1357,0.308504299,3.898880914
12113,-4.25,59.75,548532.0116,24,0.138081331,0.661072942,81,1.223281673,0.174130282,10.37342933,0.184546556,302063.8691,0.415308671,3.876998565
12114,-3.75,59.75,260415.4349,20.59,0.065322447,0.655332931,157,1.174080223,0.185382068,10.29350869,0.20733503,686097.8864,0.415896048,3.825166016
12116,-2.75,59.75,617107.1524,25.37,0.127714509,0.653257818,80,1.057954375,0.195960668,10.2393121,0.203078291,1816863.203,0.369644344,3.808544594
12117,-2.25,59.75,558831.1101,26.48,0.140302294,0.63958002,118,1.115603709,0.195960668,10.2393121,0.190312707,2394528.789,0.33476537,3.847374678
12118,-1.75,59.75,595809.9335,22.32,0.142474719,0.636427531,103,1.110354477,0.207285592,10.21909109,0.179711076,1309956.864,0.35688805,3.80553736
12119,-1.25,59.75,1571719.091,26.42,0.106569797,0.638103725,97,0.962504649,0.207285592,10.21909109,0.194539207,1426474.418,0.365325108,3.864205007
12120,-0.75,59.75,808712.2537,22.6,0.083103856,0.643436665,115,0.948702648,0.220267605,10.23203292,0.077970285,1998379.763,0.313354228,3.834645244
12121,-0.25,59.75,552416.155,23.57,0.07620955,0.647776384,128,0.844130918,0.220267605,10.23203292,0.136951339,2097793.649,0.314870591,3.853983386
12122,0.25,59.75,616985.574,19.36,0.086758005,0.673094372,135,0.794695971,0.235204349,10.25793502,0.180530426,2610319.644,0.260440189,3.913325798
12123,0.75,59.75,721535.3877,21.66,0.083384068,0.671360761,129,0.757996644,0.235204349,10.25793502,0.141269906,2141785.56,0.292323762,3.857055923
12124,1.25,59.75,674576.6466,18.37,0.120646115,0.677636716,111,0.736337255,0.251570703,10.25156943,0.068447356,1288405.767,0.351024874,3.846278097
12125,1.75,59.75,719218.4776,19.44,0.109799628,0.674756249,119,0.747170898,0.251570703,10.25156943,0.104119175,1822638.572,0.320247196,3.82024303
12126,2.25,59.75,356850.9246,18.23,0.091826988,0.67330386,115,0.756454883,0.270506422,10.20474492,0.115554743,1862276.035,0.319225259,3.868656783
12127,2.75,59.75,405611.3823,21.86,0.075431746,0.701159447,100,0.821163137,0.270506422,10.20474492,0.152492704,1299893.21,0.29320619,3.88673572
12128,3.25,59.75,634958.6119,22.96,0.070463994,0.669053695,191,0.956187237,0.295048563,10.16014722,0.263540781,1919554.43,0.284016025,3.887662237
12308,-6.75,59.25,509476.6253,26.17,0.126037741,0.635481895,152,1.111141862,0.156199862,10.51432922,0.124117778,356012.7721,0.286084801,3.887471504
12309,-6.25,59.25,407530.0121,29.99,0.177546173,0.649566948,97,1.141261897,0.156199862,10.51432922,0.103938329,94234.14872,0.308072334,3.910071245
12310,-5.75,59.25,443096.4978,23.21,0.1539466,0.652959728,100,1.224532401,0.164212263,10.45031081,0.163140021,81650.16454,0.412662056,3.813536607
12311,-5.25,59.25,927737.6024,28.22,0.089751611,0.635989532,104,1.192800377,0.164212263,10.45031081,0.163218518,144264.3003,0.370861947,3.858956129
12312,-4.75,59.25,698711.1407,22.57,0.121044146,0.644111665,140,1.136716273,0.174130282,10.37342933,0.192905377,191238.9865,0.392023783,3.847281948
12313,-4.25,59.25,598019.3655,24.73,0.080896904,0.621002634,99,1.135451405,0.174130282,10.37342933,0.19009949,480550.8201,0.380330434,3.829609615
12314,-3.75,59.25,940140.5095,27.53,0.057480974,0.61808366,111,1.152620034,0.185382068,10.29350869,0.200978056,1866034.672,0.390413304,3.809395065
12315,-3.25,59.25,365934.199,17.53,0.225654894,0.676233588,69,1.127881472,0.185382068,10.29350869,0.221231149,300554.174,0.353668864,3.828233631
12317,-2.25,59.25,1598157.873,29.81,0.10210076,0.655793455,63,0.955808162,0.195960668,10.2393121,0.196480799,231114.9433,0.387672811,3.81329497
12318,-1.75,59.25,565227.3374,21.76,0.144325083,0.644242662,75,0.96144921,0.207285592,10.21909109,0.183815041,663764.1295,0.368705399,3.779470411
12319,-1.25,59.25,2491057.363,26.81,0.087988008,0.632281991,118,1.060071009,0.207285592,10.21909109,0.082307614,2851648.303,0.350326552,3.81989648
12320,-0.75,59.25,542510.4916,24.54,0.086878532,0.652108379,145,0.942622476,0.220267605,10.23203292,0.170167746,3018578.188,0.276120259,3.824051344
12321,-0.25,59.25,438088.0525,26.48,0.060222542,0.669071198,141,0.766475189,0.220267605,10.23203292,0.234621097,3126702.755,0.257166412,3.79846453
12322,0.25,59.25,404564.0069,22.42,0.077614516,0.703273625,153,0.68798454,0.235204349,10.25793502,0.227424612,1571917.758,0.249060972,3.875929669
12323,0.75,59.25,724483.9199,18.69,0.096351499,0.703866516,131,0.65889736,0.235204349,10.25793502,0.200297034,1029845.832,0.208628265,3.899375725
12324,1.25,59.25,1001507.88,17.92,0.109568589,0.710571033,112,0.652662928,0.251570703,10.25156943,0.135495561,1023102.283,0.3041611,3.84729366
12325,1.75,59.25,478831.4819,16.91,0.093734263,0.687262982,119,0.676049222,0.251570703,10.25156943,0.118077611,2458809.98,0.262824065,3.885341439
12326,2.25,59.25,660871.3298,20.3,0.081336413,0.704546137,119,0.693921639,0.270506422,10.20474492,0.12654327,2517373.87,0.287429577,3.861968331
12327,2.75,59.25,413211.1744,19.67,0.062443042,0.687874602,120,0.763414678,0.270506422,10.20474492,0.077782935,1948911.756,0.305128609,3.839659012
12328,3.25,59.25,344136.2966,23.4,0.063846322,0.685947344,145,0.901487094,0.295048563,10.16014722,0.304130855,NA,0.246793189,3.842395489
12507,-7.25,58.75,674349.349,23.95,0.103751133,0.650502828,99,1.170157848,0.159709164,10.9175198,0.220251393,7720331.723,0.34929152,3.833464087
12508,-6.75,58.75,708367.8003,22.07,0.135890449,0.6527052,128,1.174260472,0.170142425,10.78850002,0.134295155,247461.9634,0.35047374,3.861253975
12509,-6.25,58.75,1119179.116,25.51,0.095983929,0.616446011,112,1.099358446,0.170142425,10.78850002,0.137460943,244026.0538,0.386139244,3.806847157
12510,-5.75,58.75,261687.7353,27.68,0.112882152,0.61900553,99,1.071382416,0.178737629,10.67984867,0.146879812,316829.38,0.407373852,3.827024383
12511,-5.25,58.75,478567.2257,19.92,0.197377825,0.668375321,83,1.109862962,0.178737629,10.67984867,0.198963738,317368.1178,0.40805433,3.714042276
12512,-4.75,58.75,387055.8574,20.57,0.222504101,0.667632089,75,1.129334196,0.183019784,10.46618305,0.175046152,271266.4553,0.374885293,3.758089678
12513,-4.25,58.75,298952.295,26.4,0.136591556,0.635736596,100,1.156576537,0.183019784,10.46618305,0.16265704,504467.3742,0.433916492,3.757031326
12514,-3.75,58.75,379965.3242,33.37,0.065382234,0.646826193,80,1.164162546,0.20989474,10.34084072,0.129986896,349520.329,0.442807123,3.786536843
12517,-2.25,58.75,953737.6749,26.18,0.098178833,0.637520636,74,1.026981652,0.219566169,10.29781396,0.073298617,259744.4611,0.380893136,3.73183406
12518,-1.75,58.75,1939974.705,24.46,0.115012109,0.627639156,91,1.083177194,0.228837146,10.30570685,0.121225952,1445655.038,0.350113095,3.795454915
12519,-1.25,58.75,671132.1472,26.37,0.098606884,0.637173274,74,1.090587218,0.228837146,10.30570685,0.182330202,2003224.075,0.397812354,3.76782149
12520,-0.75,58.75,311094.9588,26.91,0.083962348,0.65993714,121,0.96018603,0.239162382,10.34674585,0.233098506,1360500.313,0.339129933,3.790147471
12521,-0.25,58.75,381774.1106,22.73,0.082189691,0.684342235,159,0.752965397,0.239162382,10.34674585,0.233527114,1830422.488,0.196852348,3.847834747
12522,0.25,58.75,330327.4988,18.69,0.078915188,0.718858183,149,0.646380929,0.252514815,10.38984867,0.237024724,3385985.749,0.195481944,3.857412678
12523,0.75,58.75,377734.5321,20.66,0.072014975,0.706690613,140,0.630129481,0.252514815,10.38984867,0.243603456,3469264.936,0.218799811,3.847374434
12524,1.25,58.75,460322.1403,21.97,0.070264695,0.693688906,112,0.638578797,0.268275368,10.39470118,0.173073556,2190670.321,0.272948197,3.848958927
12525,1.75,58.75,828067.2941,15.53,0.095893739,0.709454297,111,0.634686391,0.268275368,10.39470118,0.116039971,3230272.685,0.277979162,3.878267392
12526,2.25,58.75,609191.5475,15.5,0.142998402,0.703711588,100,0.635883779,0.286112975,10.35932517,0.066720601,2902389.864,0.320379163,3.840330435
12527,2.75,58.75,653607.0808,19.16,0.129971357,0.697314312,106,0.667196759,0.286112975,10.35932517,0.091261601,2200747.552,0.344843895,3.779908129
12528,3.25,58.75,505560.4672,16.65,0.125141196,0.721512203,102,0.762704569,0.306633614,10.34000276,0.064502936,1379390.678,0.302493758,3.85072465
12529,3.75,58.75,741577.9277,17.89,0.098376312,0.74057069,253,0.964468992,0.306633614,10.34000276,0.197760141,1296587.988,0.145277785,3.973761655
12705,-8.25,58.25,576186.9407,23.59,0.145090212,0.685088695,127,1.212988818,0.150718528,11.03635898,0.14346577,47047.6319,0.289088152,3.880463858
12706,-7.75,58.25,1522896.178,20.2,0.089563418,0.673047937,49,1.137979398,0.159709164,10.9175198,0.132515376,26670.08527,0.342677798,3.769486653
12707,-7.25,58.25,398489.299,24.89,0.166352429,0.660889722,125,1.083832223,0.159709164,10.9175198,0.140107906,75017.94755,0.476426127,3.748917467
12709,-6.25,58.25,311242.9188,24.06,0.135115041,0.6306132,2,1.295489606,0.170142425,10.78850002,0.287208579,958184.9092,0.38418805,3.81094279
12710,-5.75,58.25,158634.6777,29.59,0.093114785,0.634434626,94,1.199856542,0.178737629,10.67984867,0.232967537,1079471.042,0.417447905,3.813040968
12715,-3.25,58.25,478570.8391,23.45,0.168475963,0.65118929,46,1.145740835,0.20989474,10.34084072,0.188321305,64670.48999,0.409319297,3.715997174
12716,-2.75,58.25,346573.6797,23.43,0.139927223,0.653826939,47,1.036773282,0.219566169,10.29781396,0.138979611,275619.7553,0.40308835,3.705866886
12717,-2.25,58.25,623619.5254,11.22,0.152814202,0.717742876,66,1.028583068,0.219566169,10.29781396,0.141808552,395364.2107,0.423125676,3.791476608
12718,-1.75,58.25,888876.5127,25.7,0.108689261,0.632215587,96,1.082520995,0.228837146,10.30570685,0.159170384,794736.6003,0.371039717,3.777816595
12719,-1.25,58.25,642755.8213,22.69,0.121778159,0.637580843,101,1.044342825,0.228837146,10.30570685,0.111275487,344828.6158,0.363972219,3.776695262
12720,-0.75,58.25,493219.2629,24.3,0.107023825,0.634948492,94,0.943623881,0.239162382,10.34674585,0.201933977,307641.2126,0.37882158,3.761421007
12721,-0.25,58.25,421667.7189,27.26,0.09051019,0.68692108,114,0.771837129,0.239162382,10.34674585,0.232297044,761344.6888,0.287958006,3.825888853
12722,0.25,58.25,346563.7243,20.45,0.059693897,0.724024982,149,0.670625977,0.252514815,10.38984867,0.14743349,1899697.338,0.18883138,3.862325045
12723,0.75,58.25,233777.1982,20.05,0.06729259,0.731061445,150,0.638569821,0.252514815,10.38984867,0.160641942,4541769.831,0.189997482,3.902117932
12724,1.25,58.25,292678.5714,23.56,0.055667225,0.707096378,126,0.644740758,0.268275368,10.39470118,0.234613219,3424012.119,0.278871499,3.859196606
12725,1.75,58.25,466744.2166,16.8,0.167659977,0.706632665,116,0.664926906,0.268275368,10.39470118,0.09425157,3202007.277,0.343754692,3.842583833
12726,2.25,58.25,195300.5588,13.53,0.179364524,0.709842266,91,0.7434649,0.286112975,10.35932517,0.027730338,2010608.028,0.36520868,3.796985479
12727,2.75,58.25,188769.4702,16.87,0.195963414,0.704190043,73,0.7075148,0.286112975,10.35932517,0.019215916,1365374.107,0.350706917,3.808392593
12728,3.25,58.25,467220.4524,20.12,0.126904653,0.712348714,73,0.700670906,0.306633614,10.34000276,0.013138115,641541.635,0.316563587,3.848523504
12729,3.75,58.25,1039948.126,22.16,0.108001208,0.70738647,110,0.768294065,0.306633614,10.34000276,0.046045928,979231.6345,0.295597033,3.841782548
12730,4.25,58.25,654653.0873,23.13,0.07317334,0.738164139,136,0.914900781,0.328118816,10.35124945,0.181243695,1678062.168,0.241696366,3.879178779
12731,4.75,58.25,343110.5647,18.03,0.088891021,0.725020526,285,1.092262899,0.328118816,10.35124945,0.346378642,2462151.928,0.298508446,3.868861498
12903,-9.25,57.75,1158081.807,26.47,0.077494497,0.659138702,163,1.122954697,0.149514776,11.42543223,0.156887849,245390.6517,0.342505082,3.828274385
12904,-8.75,57.75,617055.963,30.14,0.09743603,0.656019098,137,1.172961308,0.158680837,11.30648854,0.162333363,57058.09435,0.381419942,3.790917258
12908,-6.75,57.75,293457.008,27.22,0.116050021,0.676118014,36,1.145435864,0.183870566,10.94374953,0.280878832,56924.48109,0.332112723,3.82904025
12909,-6.25,57.75,182013.6832,27.27,0.112705871,0.645208987,32,1.151577285,0.183870566,10.94374953,0.346428339,351517.346,0.447335165,3.738655129
12915,-3.25,57.75,160657.2504,24.72,0.117964525,0.658756183,11,1.799048962,0.223903155,10.32962999,0.193549045,600435.0677,0.44301391,3.676126533
12916,-2.75,57.75,256219.4624,24.68,0.077027476,0.646430905,45,1.446592212,0.243505888,10.31539862,0.225811145,981475.2028,0.424439804,3.745394123
12917,-2.25,57.75,138731.0785,17.56,0.137531608,0.677011946,41,1.399189162,0.243505888,10.31539862,0.218833699,1088630.843,0.501416446,3.702590618
12918,-1.75,57.75,377080.3099,22.62,0.165957816,0.692243831,48,1.280892464,0.249710138,10.36875895,0.206137914,783835.2265,0.474751478,3.656341821
12919,-1.25,57.75,586460.3322,24.88,0.113408605,0.64586223,76,1.088821649,0.249710138,10.36875895,0.074788704,199758.1466,0.415885971,3.747252079
12920,-0.75,57.75,522421.3991,23.31,0.117362949,0.641107027,104,0.969576992,0.256480746,10.46329527,0.115388506,246652.6433,0.402619428,3.758323796
12921,-0.25,57.75,591820.4335,22.18,0.135634751,0.646072999,127,0.875846732,0.256480746,10.46329527,0.14944105,220844.1861,0.393337684,3.757175048
12922,0.25,57.75,355809.3522,22.14,0.160566159,0.674730694,168,0.79379923,0.267381019,10.53762704,0.223768987,553102.216,0.44845267,3.732534015
12923,0.75,57.75,479201.822,27.74,0.115728844,0.667057408,139,0.745654003,0.267381019,10.53762704,0.244548816,1170408.151,0.3737256,3.786129321
12924,1.25,57.75,879736.1292,22.68,0.12116838,0.679023843,109,0.71417947,0.282324519,10.55579222,0.112286653,713894.8085,0.343626421,3.822649571
12926,2.25,57.75,218334.0369,14.29,0.230840158,0.715636835,82,0.694136721,0.299528552,10.5279777,0.040625912,202214.0376,0.421031233,3.767566051
12927,2.75,57.75,198499.0566,13.09,0.164014293,0.727553122,55,0.735574959,0.299528552,10.5279777,0.040873109,226572.3507,0.398087481,3.831037298
12928,3.25,57.75,153290.0283,12.3,0.223192508,0.737209611,62,0.773058591,0.317201368,10.52677854,0.04670112,99903.28621,0.398073953,3.832700973
12929,3.75,57.75,108575.1941,15.46,0.19547341,0.717229968,65,0.771467276,0.317201368,10.52677854,0.016120759,240607.6924,0.359044824,3.796543549
12930,4.25,57.75,166350.1026,15.39,0.164892733,0.742144151,44,0.75433205,0.334184719,10.57047588,0.029853213,802626.0258,0.313257212,3.789317059
